店铺名称,类别,评分,所在区,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
尚爱西厨,西餐,4.3,禅城,季华六路/湖景路,23.00112,113.130292,禅城区绿景三路2号湖景酒店首层之6铺,单人餐33元，双人餐119元起，3人餐188元;,周一至周日 11:00-21:00  非营业时段 2018-02-15至2018-02-21 全天,0757-82090443,8784,尚爱西厨是一家主营西式料理与调制咖啡的休闲饮食店，每家分店所处的交通位置都非常便利，这里的环境简约却能让人感觉到舒适无比，简简单单的装饰，营造一个悠闲的空间，让人在这里自然而然的放松，感觉到一种生活的呼吸，关于咖啡的生活。,"炭烧西冷,红酒焗牛仔膝,金奖汁烧牛肋条,金桔玫瑰花茶,香蕉船,鹅肝酱和牛粒焗饭,炭烧牛仔骨,3人餐,特色炒什菜,有机紫薯比萨,红豆椰奶,芝士肉酱焗意粉,鹅肝酱牛爽筋石锅饭,鲜水果沙律,鲜茄和牛焗饭,牛肋骨,碳烧美式猪肉眼,碳烧A级西冷扒,有机紫薯焗饭,蟹子沙律,有机鲜蔬红腰豆沙律,意大利汁和牛焗饭,玉米芝士肠披萨,经典牛扒,咖喱牛肉石窝饭,红薯披萨,炭烧猪肉眼扒,甘草菊花茶,芝士蛋糕,醋青鱼刺身,冰镇翡翠螺,立鱼刺身,红希鲮鱼拼黄希鲮鱼刺身,香煎猪扒,奶油培根阔面,汁烧猪爽肉乌冬面,鲜果杯,经典牛排,鹅肝酱石锅茄子饭,芝士海鲜焗饭,迷你水果沙律,咖喱饭,咖喱牛肉石锅饭,牛仔骨扒,蔬菜沙拉,杏仁茶,甜蜜香酥迷你多士,猪肉扒,T骨扒,蟹籽吞拿鱼沙律,刺身拼盘,香煎美式鸡扒,香煎猪颈扒,蟹籽野菌烩意粉,厚片吐司,香煎龙利鱼伴鸡扒,咖喱牛仔肉石锅饭,龙虾汁海鲜烩天使面,白灼田园时蔬,香浓野菌忌廉汤,金桔柠檬,紫薯披萨,招牌鸡扒,碳烧优质猪肉眼,加纹饭卷,水果沙律,汁烧牛肋条,蒜蓉炒时蔬,凉瓜炆三文鱼,招牌烤鸡中亦,菊蜜山楂茶,薰衣草茶,香煎鸡扒,鹅肝酱和牛粒石锅饭,咖喱和牛焗饭,柚子红茶,柠檬梅子,水果杯,台起饭卷,酥炸墨鱼丸伴绿茶饼,牛油果三文鱼焗饭,金汤丝瓜,金汤凉瓜,金汤海发菜,芝士焗西兰花,美式咖啡,法国苹果乳香派,蓝莓芝士,金桔玫瑰茶,香煎纽西兰牛仔扒,果香烤猪肉眼,海鲜汤乌冬,吞拿鱼野菌烩意粉,香芋绿茶饼,香煎西冷扒,红豆雪糕杯,海鲜忌廉汤,罗宋汤,金桔红茶,鱼籽鹅肝沙律,碳烧西冷扒"
尊宝比萨(佛山人民路店),披萨,5,禅城,祖庙,23.031777,113.112789,禅城区人民路80-84号之101商铺,单人餐25元起，1-2人餐59元，双人餐72元，3人餐98元;,"周一至周四,周日 09:00-22:00  周五,周六 09:00-23:00  非营业时段 2018-02-15至2018-02-15 全天",0757-82252665/82259923/82259899,8784,,"榴莲比萨,榴莲pizza,新奥尔良烤鸡腿,骨肉相连,披萨套餐,招牌榴莲披萨,双层芝士,蒲烧鳗鱼比萨,黑椒牛柳焗意面,辣味披萨,意面,奥尔良烤翅,黑椒牛肉,尊宝披萨,水果匹萨,肉酱意粉,面,和风日照披萨,咖哩牛肉披萨,咖喱牛肉,尊宝风情烤翅,核桃仁烤鸡比萨,海鲜pizza,榴莲披萨,意粉,饮料,鸡翅膀,核桃披萨,牛肉披萨,意大利面"
西尊比萨(文华路店),披萨,4.3,顺德,容桂,22.756583,113.269171,顺德区容桂街道文华路华兴楼1号铺（容桂地税局对面）,19.9元专享单人套餐，双人餐48元，4人餐85元;,周一至周日 09:00-22:00,0757-26157766/26157799,8775,,"奥尔良鸡肉披萨,主食,饮料,小吃,榴莲味披萨,榴莲披萨,饮品,好吃量少,味道不错,至尊披萨,四人点心套餐,豪华超值披萨,美团套餐,豪华至尊披萨,咖喱牛肉比萨,香芋丸子,培根蘑菇比萨,鸡米花小,榴莲比萨,新奥尔良烤肉,新奥尔良烤鸡肉比萨,奥尔良烤肉,奥尔良烤翅披萨,牛肉味,水果什锦披萨,菠萝鸡,拉面,五香牛肉披萨,双重芝士,新奥尔良烤鸡肉披萨,吞拿鱼,萝卜丝,奥尔良披萨,海鲜pizza,新奥尔良烤鸡披萨"
佐敦道(东方广场直营店),奶茶/果汁,4.8,禅城,东方广场,23.038498,113.121292,禅城区东方广场翡翠城B03铺,10.8元水果茶2选1，11元冬季热饮，13.8元芝士2选1;,周一至周日 10:00-23:00,0757-82960080,8757,,"霸气橙子,鸡蛋仔,翡翠绿茶,港式奶茶,蜂蜜柠檬,乌龙,蜜桃乌龙味,白桃乌龙,手榨香柠苏兰红茶,鲜柚子绿茶,黑糖QQ绿茶,招牌柠檬茶,手榨香柠绿茶,金桔柠檬,奶缇翡翠绿茶,奶缇高山清茶,奶缇孖囍茶王,奶缇直火乌龙,布丁奶茶,相思豆奶茶,黑糖珍珠奶茶,芝士奶茶,黑糖珍珠撞奶,霸气柚子,直火乌龙,高山清茶,蜜桃,柠檬红茶,荔枝红茶,绿茶益力多,手榨香柠蜜桃乌龙,手榨香柠苏岚红茶,果茶"
永生酒楼,海鲜,4,禅城,石湾,22.989601,113.100572,禅城区佛山大道南塘头村委会路口,4人餐99元，4-6人餐168元，5人餐238元，10人餐398元，4-6人餐428元，8-10人餐468元;,周一至周日 11:30-14:00 17:00-21:00,0757-82723218,8735,永生海鲜酒楼是一家有二十多年历史的品牌餐饮企业，位于佛山大道南（即325国道塘头村牌坊旁），有1200多个餐位，有3个大小不等的宴会厅和18间大小不等的贵宾房，并可提供泊300部小型汽车的大型停车位。 经营早茶、午餐、晚餐三个市，早茶以精美港式美点为主，各类生滚粥品更是好味，好多宾客都是慕名而来。午晚饭市主要经营生猛海鲜、河鲜、粤菜为主，更顺应广大食客多口味的需求也有潮汕菜、川菜、湘菜等多种菜色，特别是特色“凤城风味炒奶”、“顺德特色鱼生”更是远近闻名。 是亲朋聚会，商务宴请的好去处，更是体面大方的宴会专家，将做到“服务尽善尽美，美食无以伦比”。 目标是“引领餐饮服务行业，用心打造餐饮传奇”。,"桑拿鸡,金粟花生爽口丁,刺身,桑拿鱼桑拿鸡,白贝,蝦,炸云吞韭菜盞,茄子,象拨蚌,不错,蜜汁叉烧拼靓切鸡,水库大鱼,水库大鱼头萝卜丝金针菇,可口可乐,猪肉丸,红萝卜,走地鸡,薯仔,大豆芽,白萝卜,云南大理腊排骨,韭菜花炒鲜虾,椒盐骨腩,十人套餐,炒粉,娃娃菜,姬松茸,排骨汤,鱼皮,椒盐鱼骨,蒜蓉蒸生蚝,农家米饭,煎焗骨腩,炒米粉,纸巾,茶位,大理暖胃砂锅底,腊排骨特色酱料"
真诚素食,自助餐,5,,南庄,23.000186,113.001825,南庄紫南美食城,单人午/晚餐18元;,,13630013700,8714,,
波尔多西餐厅(西樵店),西餐,3.7,,西樵,22.9488,112.985068,西樵西樵镇樵高路百胜广场1A10-11号,44代50元;,周一至周日 全天,0757-86848622,8682,波尔多西餐厅已创立了十多年了。波尔多一直以其清新、雅致的格调、自在休闲的经营风格自成一体。优雅的餐厅提供了富华时尚的用餐氛围。西餐的精华与粤菜的经典优质融合，时时还有创新菜品可令客人眼前一亮，波尔多环境优美，配上轻轻的室内音乐，是与知交好友浅酌漫谈，或以一杯啡悠然渡过午后时光的绝佳场所。波尔多目前有西樵店和高明店两个分店。,"辣子鸡,牛仔排,水果披萨,牛小排,吉利猪扒,水煮牛肉,核桃包,美国牛仔扒,芝士海鲜焗饭,炸薯条,炸鸡翼,肉酱意粉,酸甜排骨,番茄意粉,美国牛板腱,香煎鸡柳扒,茨仔排骨焗饭,黑椒牛扒焗饭,鲜茄火腿鸡丝烩意粉,黑椒牛柳丝炒意粉,水果沙律,雪糕球,芝士焗猪排,水果拼盘,罗宋汤,粟米忌廉汤,炸鱿鱼须,杨枝甘露,布丁,冰蜜桃汁,冰番石榴汁,冰芒果汁,柠檬水,意大利面,大杂扒,酸菜肥牛"
素百味,自助餐,5,,大沥,23.10544,113.10538,大沥大沥镇太平大道19号（国华新都对面）,单人餐12元，5人餐58元;,周一至周日 11:30-14:00 17:00-20:30,13138283082,8670,,"土豆丝,甜点,小菜拼盘,清炒西兰花,炸红薯,包子,菜,西米露,凉拌黄瓜,绿茶饼,糕点"
依立香饭(大沥店),快餐,4,,大沥,23.110715,113.124801,大沥育英路西侧商铺11-12号（新都会对面）,45代50元;,周一至周日 10:30-21:30,0757-85521780,8670,佛山市顺德区紫玉金砂餐饮管理有限公司是 “简氏集团”旗下的子公司，为全国**家紫砂美食餐饮连锁公司，以其纯天然、健康、美味特色的而备受推崇的专业紫砂美食（紫砂煲仔饭、煲仔菜、紫砂靓汤、紫砂炖品）已成为中国美食文化又一奇葩，紫砂美食将美食与养生保健、文化休闲融为一体，形成别具一格的紫砂经营特色及浓厚的紫砂美食文化。,"黑椒鸡扒,招牌贵妃鸡套餐,排骨饭,红枣茶,煲仔饭,排骨饭套餐,葱油鸡,咸鱼鸡粒饭,锅蛋牛肉饭,牛腩饭套餐,无锡骨,黑椒鸡排饭,三宝饭,特色三宝煲套餐,腊味饭套餐,金瓜叉烧饭套餐,1,田鸡饭,黄鳝饭,牛腩萝卜饭,肉末茄子煲,萝卜牛腩饭,红枣桂圆茶,西米露,窝蛋牛肉饭,青菜,剁椒鱼头煲套餐,龙利鱼,南北杏炖猪肺,五指毛桃炖老鸡,鱼饭,招牌鸡扒饭,鸡脖子,鸡翼尖,黑椒鸡排,剁椒田鸡,银鱼饭,黑胡椒鸡肉饭,糯米饭,瓦煲饭,葱头鸡,杂粮饭,窩蛋牛肉飯,罗汉果茶,养生茶,菊花茶,牛腩飯,梅菜扣肉饭,银鱼干饭,茄子煲,煲仔菜,香辣茄子套餐,紫砂锅饭,茉莉花茶,香辣猪手煲,黑椒牛排套餐,凉瓜黄豆炖排骨,腊肠排骨,桂圆红枣"
劳云堡(澜石二路店),粤菜,4.8,禅城,澜石,22.983865,113.11712,禅城区澜石石头村石头大道1号,6.8元超值单人餐，8.8元芝士四季春茶，9.9元台湾夜市鸡排套餐，13元劲爆鸡腿汉堡套餐，49.8元超值三人餐;,周一至周日 09:00-00:00,13543652118,8666,,"鸡米花,菊花茶,芝士汉堡,炸鸡翅,爆浆汉堡,爆浆芝士鸡排堡,汉堡单人,爆浆鸡排堡,汉堡,芝士猪扒包,猪扒包,炭烧奶茶,鸳鸯奶茶,爆浆芝士猪排包,金甲鸡柳,炭烧乌龙奶茶"
明华西饼(海六路店),蛋糕,4.3,南海,千灯湖/保利水城,23.058575,113.142655,南海区桂城街道办桂海六路御景苑南景阁A座6-8铺,可爱小猪蛋糕62元，德国巧克力蛋糕68元，布丁满园蛋糕113元，芒果世界蛋糕120元，莓目传情138元，金玉满堂138元，姹紫嫣红138元，提拉米苏颂138元，冬日暖阳148元，初诞148元，提拉米苏颂2磅158元，姹紫嫣红2磅178元，金玉满堂2磅188元，冬日暖阳2磅188元，莓目传情2磅188元，初诞2磅188元;17.6代20元;,周一至周日 06:30-22:30,0757-86269432,8646,御品食品有限公司旗下的“明华西饼”，创建于1987年，是一家集生产、销售于一站式的私营企业，主要经营的产品有面包、蛋糕、点心、干饼、酥类，其中最出名的是中秋月饼、健康面包、秘制紫菜饼等。经过20年的创业、扩展，由一家小作坊式的门店发展成至今拥有员工350多人，中、小型加工厂各一座，连锁店三十多家，遍布南海、三水、佛山、鹤山、高明等地。为了扩大生产，满足市场消费，提升自我价值，今天的御品在山青水秀的“南国桃园”附近松夏工业园，兴建了一座占地30多亩的现代化食品生产基地,"鸡蛋糕,布丁蛋糕,小蛋糕,新寿司卷,小金沙包,蜜豆蛋糕,蜂巢蛋糕,可爱小猪蛋糕,菠萝包,甜甜圈,椰香夹心,铜锣烧,千丝万柳,布丁满园蛋糕,德国巧克力蛋糕,尚礼蛋白莲月饼,毛毛虫面包,小点心,红豆紫米面包,鲫鱼汤,三明治"
繁悦都市快厨,快餐,4.1,南海,鸿大广场,23.049651,113.135497,南海区南海桂城南一路鸿大广场大润发东边肯德基对面,4.8元地道云吞面，9.9元乡下梅菜肉饼饭，16.8元特色单人餐，16.8元黑椒鸡扒煎蛋饭配奶茶套餐，16.8元支竹肉片饭配原盅炖汤套餐，18.8元特色单人套餐;,周一至周日 10:00-21:00,0757-86368773,8653,,"云吞捞面,陈村粉,大云吞,煎饺,竹升面,非常喜欢,芋丝饼,腩汁陈材粉,太阳蛋,牛腩陈村粉,无花果炖瘦肉,虫草花炖肉,原盅炖汤,大碗面,叉烧蛋长米炒饭,叉烧饭,净云吞,汤,叉烧长米炒饭,猪红汤,炒河粉,拌料,面条,虫草花瘦肉汤"
小飞象西餐厅(乐从店),西餐,3.9,顺德,乐从,22.956617,113.09949,顺德区乐从镇腾冲商业区德华路U座（近乐从塑料城）,双人餐118元，3人餐158元，4人餐198元;,周一至周日 10:00-21:00  非营业时段 2018-02-15至2018-02-22 全天,0757-28911199,8646,,"牛扒,小飞象杂扒,泰式海鲜炒饭,芝士番薯,纽西兰牛排,牛板腱,罗宋汤,芝士,石锅饭,天妇罗,肥牛扒,芝士薯泥,一夜情炒饭,青瓜芦笋炒牛肉粒,汤,大什扒,沙律,波士顿野菌汤,芝士焗意面,蟹籽酱料鲜果塔,杂,超级牛排,粟米汤,芝士焗意粉,梅花牛排,羊肉串,黑椒牛扒焗饭,巨无霸,猪扒包,上汤娃娃菜,黑椒意粉,椒盐鸭下巴,牛柳炒意粉,水果比萨,超级牛扒,意式烤土豆,小寿司,双皮奶,水果披萨,水果罐头,波士顿菌菇汤,海鲜意大利面,酸菜鱼,蜜汁排骨,牛肋排,桂圆红枣茶,上汤蔬菜,儿童餐,多芒西米露,美国梅花猪排,鸳鸯排,栗米忌廉汤,杂果沙拉,杂果披萨,时菜"
五谷渔粉(丽日广场店),小吃快餐,3.8,南海,鹏瑞利季华广场,23.013499,113.16584,南海区桂城季华东路丽日广场8座铺,13.9元渔粉套餐;,周一至周日 10:00-22:00,18024120015,8645,,
大自然醉鹅(容桂店),特色火锅,3.3,顺德,容桂,22.754032,113.291944,顺德区容桂街道办桂洲大道东旧货市场旁,4人餐158元，6人餐248元，10人餐298元;,周一至周日 09:00-21:00  非营业时段 2018-02-12至2018-02-22 全天,15118646740,8652,,"招牌火焰醉鹅（半只）,杂菜,金针菇,冬瓜,鹅肾,腐竹,蛋面,白萝卜,千张,油豆腐,鲜鹅血,开炉费,香米饭（桶）,纸巾,茶位,招牌火焰醉鹅,鹅肝"
探炉烤鱼(嘉洲广场店),烤鱼,5,南海,嘉洲广场,23.10831,113.18825,南海区广佛路嘉洲广场4层（电影院旁）,双人餐109.8元，2-3人餐128元，4人餐165元;69.9代100元，85代100元;,周一至周日 11:00-22:00,0757-85935662,8635,,
蓝山小镇咖啡店(黄岐店),咖啡厅,3.6,,南方广场,23.114762,113.192289,黄岐黄岐宏威路佰惠鞋城二楼（华润万家隔壁）,9.9元超值单人餐，16.8元休闲单人餐，双人餐118元;85代100元;,冬季 周一至周日 11:30-01:00,0757-85923180,8636,,"牛扒伴煎雞扒,鱿鱼串,咖啡,凉拌木耳,炸春鸡,法式炙烧牛小腿,水果沙拉,吉列猪扒焗饭,蛋糕,牛扒,水果披萨,芒果小丸子,猪扒焗饭,红豆沙冰,肉眼扒,鸭肾,椒盐尤鱼,冰摩卡,鼓汁排骨饭,照烧石锅鸡饭,沙朗牛排,吞拿鱼焗饭,黑椒牛柳意面,肉酱意粉,纽西兰牛仔腿排,雪花牛排,安格斯牛扒,牛仔腿,奶茶,海鲜炒饭,意面,薯条,蘑菇披萨,椰香咖喱饭,黑椒龙利鱼焗饭,咖喱鸡饭,沙拉时蔬虾卷,芝士青口,美式黑椒牛板腱,柠檬茶,西多士,俄式罗宋汤,玉米鸡茸奶油汤,时日老火例汤,吉利猪扒饭,冰柠檬水,沙拉,玉米汤,芝士焗扇贝,例汤,椰汁红豆雪糕,小吃拼盘,柑桔柠檬茶,火焰牛小腿扒,火焰牛仔腿扒,梅花猪排,巴沙鱼排,奥地利蒜香鸡腿排,卡布奇诺,滋补椰子炖鸡汤,花旗参炖竹丝鸡,枸杞党参炖乳鸽,芝士饭,汤品,黑椒牛排肉,鸡排肉排,黑椒焗饭,猪扒饭,生蚝,菠萝香肠炒饭,小食拼盘,猪排饭,蕃茄酱,港式奶茶,黑椒牛扒拼梅花猪扒饭,黑椒牛扒拼香蒜鸡扒饭,奶油玉米汤,美式黑椒牛扒,鱼扒,梅花猪扒拼香蒜鸡腿扒,蓝山咖啡,柠檬可乐,进口红酒,柠檬茶（热/冻）,咖喱鸡,龙利鱼,美式咖啡,冬阴功面,牛肋条,鳗鱼炒饭,洋葱圈,芝士培根肉酱饭,红豆雪糕"
范贝思养生西饼面包,蛋糕,5,高明,广播电视大学,22.89515,112.88219,高明区荷城街道甘泉街67号,每满10减1（买单立享）;10.8元什锦面包干，11.7元手撕包，13.5元蔓越莓曲奇，14.3元美味手撕面包;9代10元;,周一至周日 07:00-23:00,13411811832,8599,,"无水手撕面包,牛奶面包,无水面包,蔓越莓,大方包,牛奶提子手撕面包,牛奶提子,各种面包,传统咸烧饼,芝士火腿,红豆包,波罗包,牛奶土司,拿破仑蛋糕,红豆手撕包,罗宋包,手撕包菠萝包,奶油包,小馒头,1,水牛奶面包,什锦面包干,手工面,招牌手撕包,芝士面包,蔓越梅面包,鲜奶蛋挞,咸烧饼,菠萝包（无馅）,菠萝包（香芋馅）,水牛奶手撕包,红豆抹茶手撕包,豆沙手撕包"
万岁寿司·料理(中港广场店),日式寿司,3.4,高明,荷城,22.894012,112.872948,高明区沧江路423号中港广场2楼(大润发楼上),每满100减12（买单立享）;88代100元;,周一至周日 11:30-21:00,0757-88688699,8601,,"饭,回转寿司,海鲜饭,牛肉饭,三文鱼腩,芒果鳗鱼寿司,寿司拼盘,炸猪扒,蟹肉寿司,鸡肉串,石锅饭,榴莲寿司,饭前大拌菜,芝士三文鱼,海鲜芝士焗饭,肥牛石锅拌饭,乌冬面,干杯,奶茶,蟹籽寿司,三文鱼生,棒棒虾,芝士三文鱼头,芝士焗三文鱼,面豉汤,拉面套餐,乌冬,海鲜拉面,13块一碟的小食,拼盘,年糕火锅,酸汤肥牛,日本寿司,泡菜拉面,地狱乌冬面,蟹肉棒寿司,芝士生蚝,可口可乐,三文鱼鱼头,炸鱿鱼,鳗鱼炒饭,寿司船,小寿司,烧物拼盘,海鲜火锅,旋转寿司,蟹柳寿司,白碟寿司,海鲜面,芒果寿司,海草沙律,芝士焗生蚝,一口牛柳,番茄拉面,三文鱼骨"
华莱士(里水店),汉堡,4.1,南海,南海区,23.143065,113.164643,南海区里水沙涌大道9号（（沙涌综合市场对面））,11.5元经典单人餐，12元休闲单人餐，15.9元休闲工作餐，20.5元手扒鸡套餐，29.9元经典双人餐，62元食全食美套餐;,周一至周日 09:00-01:00,0757-85629719,8591,,"香辣鸡煲,大可乐,鸡腿汉堡,薯条,蜜汁鸡,烤鸡翅,沙拉酱,墨西哥鸡肉卷,BBQ,大薯条,脆皮鸡,辣椒粉,嫩牛五方,藤椒鸡翅,鸡肉堡,鸡腿肉,小薯条,白切鸡,华香脆骨串"
美星现制(官窑店),饮品店,4.8,南海,官窑,23.223337,113.075077,南海区官窑汇利广场富弘3号楼首层12号铺,9.9元滋味特饮;,周一至周日 10:00-24:00,18666364095,8594,,"特调咖啡,特浓奥利奥奶茶,香醇可可,芝士绿茶,鲜桔柠檬,奶盐绿茶,柠檬薄荷冰爽"
真功夫(城市广场店),快餐,3.6,南海,城市广场/新天地,23.033902,113.15593,南海区桂澜路A10街区城市广场C座A区二楼A215、A216、A217铺,5元黑芝麻豆乳，7元猪肉包+白粥，9元蒸米粉+白粥，9元海苔鸡肉棒+可乐，10元回味鲜肉粽+卤蛋，12元蒸米粉+豆沙粽，13元馋香蒸饺+瘦肉粉，13元瘦肉粉+布蕾，15元冬菇粥+卤蛋+粽，17元鱼香茄子+蜜桃汁，17元瘦肉粉花卷豆浆，19元小鲜肉饭+生菜，20元卤肉饭+鸡肉棒，23元团购小吃双人套餐，25元鸡腿饭+黑蒜汤，28元小鲜肉饭+黑蒜汤，41元双拼饭套餐，42元主餐双人套餐;,周一至周日 07:00-22:00,400-692-7927,8585,“中式快餐的又一品牌”。打着“养生”的招牌，饭菜“全是蒸出来”的，口味“清淡”，“营养健康”。出菜“很快”，是其他中式快餐“无法比拟”的。就是价格“稍贵”，不过随便吃吃也无妨。,"冬（香）菇鸡腿饭,黄焖栗子鸡饭,酸菜卤肉饭,冬菇鸡腿肉饭,金杏蜜桃汁,鲜香肉酱蒸米粉,香菇滑鸡,香滑蒸蛋,鼓汁排骨饭,滑鸡饭,看别人吃剩那么多会好吃吗,瘦肉米粉,红枣枸杞露,香菇鸡腿饭,紫菜鱼蛋粉,西兰花,猪肉包,花雕鸡,青柠优乐多,紫菜鸡肉卷+热豆浆（小）,虫草花蒸土鸡饭+生菜王,虫草花蒸土鸡饭+热豆浆,冬(香)菇鸡腿肉饭+紫菜鸡肉卷,酸菜卤肉饭+冬(香)菇鸡腿肉饭+香滑蒸蛋+西兰花+麦香五谷露,瘦肉粉+紫菜鸡肉卷,酸豆角肉包+卤蛋,酸豆角肉包+瘦肉粉,排骨拼鸡腿肉饭+麦香五谷露,瘦肉粉+金杏蜜桃汁,鱼香茄子饭+金杏蜜桃汁,鲜香肉酱蒸米粉+麦香五谷露,咖喱鱼蛋粉,猪肉玉米包,小热狗,蒸水蛋,鱼香茄子饭"
和味鸡爪皇(里水店),小吃快餐,5,南海,里水,23.196356,113.16007,南海区朝阳路51号（中国工商银行正对面）,17.8元和味鸡爪;,周一至周日 10:30-22:00,13690757112/13690757112,8577,,"酸辣莲藕青瓜片,和味酸辣鸡脚,凤爪,鸡爪皇,杂菜,海带,青瓜,素菜"
徽哥瓦罉饭(乐从新都汇店),快餐,4,顺德,乐从,22.946175,113.106432,顺德区乐从镇天佑城旁新都汇首层14号铺,9.6折（买单立享）;单人餐11.8元起;,周一至周日 09:00-14:30 16:30-21:00,17727316896,8577,,"梅菜扣肉饭,豉汁排骨饭,汤,煲仔饭,香菇滑鸡饭,腊味拼肉饼,肉丝茄子饭,榨菜肉丝饭,豉汁鱼腩饭,咸鱼拼排骨,冬菇滑鸡饭,肉片饭,排骨饭扣肉饭,美味牛肉饭,广东煲仔饭,维他奶,鼓汁排骨,梅菜肉饼饭,双拼腊味饭,滑鸡拼排骨,咸鱼茄子饭,南瓜蒸排骨,瓦罐饭,牛肉饭,白灼青菜,排骨煲仔饭"
